,instance,max_time,postprocessing,version,num_reads,num_feasible,num_optimal,number_of_jobs,number_of_tasks,max_task_time,mean_task_time,heuristic,optimal,energy_best,result_best,chain_break_method,chain_strength,post_processing_overhead_time,qpu_access_overhead_time,qpu_access_time,qpu_anneal_time_per_sample,qpu_delay_time_per_sample,qpu_programming_time,qpu_readout_time_per_sample,qpu_sampling_time,total_post_processing_time,is_cut_out,window_size,window_start,is_squashed
131,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,1955.0,2043.0,249717.0,20.0,21.0,10777.0,198.0,238940.0,1955.0,1.0,5.0,2.0,
132,,4,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.7222222222222223,,majority_vote,0.9680996203903812,939.0,2200.0,253189.0,20.0,21.0,10729.0,202.0,242460.0,939.0,1.0,5.0,16.0,
133,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,1153.0,2425.0,249714.0,20.0,21.0,10774.0,198.0,238940.0,1153.0,1.0,5.0,4.0,
134,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,532.0,3793.0,249718.0,20.0,21.0,10778.0,198.0,238940.0,532.0,1.0,5.0,8.0,
135,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,267.0,2131.0,252924.0,20.0,21.0,10744.0,202.0,242180.0,267.0,1.0,5.0,3.0,
136,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,2351.0,2582.0,249712.0,20.0,21.0,10772.0,198.0,238940.0,2351.0,1.0,5.0,19.0,
137,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,474.0,2322.0,249700.0,20.0,21.0,10760.0,198.0,238940.0,474.0,1.0,5.0,12.0,
138,,4,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.7222222222222223,,majority_vote,0.9680996203903812,447.0,2401.0,254557.0,20.0,21.0,10757.0,203.0,243800.0,447.0,1.0,5.0,9.0,
139,,5,False,pyqubo,1000,1,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,5.0,majority_vote,1.1817939379454887,268.0,1781.0,250874.0,20.0,21.0,10774.0,200.0,240100.0,268.0,1.0,5.0,13.0,
140,,4,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.7222222222222223,,majority_vote,0.9680996203903812,495.0,1992.0,249680.0,20.0,21.0,10740.0,198.0,238940.0,495.0,1.0,5.0,5.0,
141,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,475.0,3877.0,254215.0,20.0,21.0,10775.0,203.0,243440.0,475.0,1.0,5.0,14.0,
142,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,755.0,1923.0,255127.0,20.0,21.0,10747.0,204.0,244380.0,755.0,1.0,5.0,7.0,
143,,4,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.7222222222222223,,majority_vote,0.9680996203903812,2023.0,1941.0,249677.0,20.0,21.0,10737.0,198.0,238940.0,2023.0,1.0,5.0,18.0,
144,,4,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.7222222222222223,,majority_vote,0.9680996203903812,613.0,1865.0,249690.0,20.0,21.0,10750.0,198.0,238940.0,613.0,1.0,5.0,11.0,
145,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,566.0,2599.0,249697.0,20.0,21.0,10757.0,198.0,238940.0,566.0,1.0,5.0,6.0,
146,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,636.0,1987.0,249715.0,20.0,21.0,10775.0,198.0,238940.0,636.0,1.0,5.0,17.0,
147,,4,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.7222222222222223,,majority_vote,0.9680996203903812,481.0,2728.0,249680.0,20.0,21.0,10740.0,198.0,238940.0,481.0,1.0,5.0,15.0,
148,,4,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.7222222222222223,,majority_vote,0.9680996203903812,513.0,1938.0,254220.0,20.0,21.0,10760.0,203.0,243460.0,513.0,1.0,5.0,1.0,
149,,5,False,pyqubo,1000,0,0,5,6,3,1.6666666666666667,True,0,2.1203703703703702,,majority_vote,1.1817939379454887,293.0,3006.0,249680.0,20.0,21.0,10740.0,198.0,238940.0,293.0,1.0,5.0,10.0,
150,,13,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,3.0059548084512,,majority_vote,2.312865224797356,1325.0,8353.0,255651.0,20.0,21.0,11211.0,204.0,244440.0,4280.0,1.0,8.0,13.0,
151,,14,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,3.0409360184332463,,majority_vote,2.4026671963153783,1459.0,8830.0,255686.0,20.0,21.0,11246.0,204.0,244440.0,3902.0,1.0,8.0,5.0,
152,,11,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,2.0126162204037925,,majority_vote,2.1376721634546985,432.0,6520.0,255600.0,20.0,21.0,11160.0,204.0,244440.0,2485.0,1.0,8.0,3.0,
153,,14,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,3.0058361583591857,,majority_vote,2.4026671963153783,2050.0,9969.0,255677.0,20.0,21.0,11237.0,204.0,244440.0,4652.0,1.0,8.0,0.0,
154,,11,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,1.573113972190887,,majority_vote,2.1376721634546985,2471.0,5605.0,255582.0,20.0,21.0,11142.0,204.0,244440.0,2471.0,1.0,8.0,15.0,
155,,11,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,2.286073708355241,,majority_vote,2.1376721634546985,794.0,6536.0,255612.0,20.0,21.0,11172.0,204.0,244440.0,3065.0,1.0,8.0,10.0,
156,,10,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,2.082703635390015,,majority_vote,2.016452172848296,494.0,7333.0,255576.0,20.0,21.0,11136.0,204.0,244440.0,3025.0,1.0,8.0,11.0,
157,,12,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,3.00585033204095,,majority_vote,2.2240553940568417,1203.0,7636.0,255631.0,20.0,21.0,11191.0,204.0,244440.0,3350.0,1.0,8.0,1.0,
158,,11,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,2.0124972719291243,,majority_vote,2.1376721634546985,1143.0,9061.0,255588.0,20.0,21.0,11148.0,204.0,244440.0,3288.0,1.0,8.0,14.0,
159,,11,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,2.287397604878296,,majority_vote,2.1376721634546985,962.0,7737.0,255595.0,20.0,21.0,11155.0,204.0,244440.0,3728.0,1.0,8.0,2.0,
160,,11,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,2.2876183038606683,,majority_vote,2.1376721634546985,751.0,7562.0,255606.0,20.0,21.0,11165.0,204.0,244440.0,3235.0,1.0,8.0,8.0,
161,,11,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,2.2876206828301626,,majority_vote,2.1376721634546985,856.0,7301.0,255606.0,20.0,21.0,11166.0,204.0,244440.0,3138.0,1.0,8.0,6.0,
162,,11,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,1.2925145204491884,,majority_vote,2.1376721634546985,2338.0,5774.0,255556.0,20.0,21.0,11116.0,204.0,244440.0,2338.0,1.0,8.0,12.0,
163,,14,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,2.0066833678585407,,majority_vote,2.4026671963153783,1089.0,9588.0,255651.0,20.0,21.0,11211.0,204.0,244440.0,4292.0,1.0,8.0,9.0,
164,,11,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,2.287397257945244,,majority_vote,2.1376721634546985,579.0,6848.0,255601.0,20.0,21.0,11161.0,204.0,244440.0,5817.0,1.0,8.0,4.0,
165,,11,False,pyqubo,1000,0,0,6,14,3,1.9285714285714288,True,0,2.082584984286534,,majority_vote,2.1376721634546985,398.0,6780.0,255568.0,20.0,21.0,11128.0,204.0,244440.0,2536.0,1.0,8.0,7.0,
166,,11,False,pyqubo,1000,1,0,6,15,3,2.066666666666667,True,0,1.209912536443149,10.0,majority_vote,2.1042707246997194,1108.0,6799.0,255630.0,20.0,21.0,11190.0,204.0,244440.0,3461.0,1.0,8.0,7.0,
167,,11,False,pyqubo,1000,0,0,6,15,3,2.066666666666667,True,0,1.1690962099125368,,majority_vote,2.1042707246997194,625.0,7908.0,255597.0,20.0,21.0,11157.0,204.0,244440.0,2647.0,1.0,8.0,3.0,
168,,11,False,pyqubo,1000,0,0,6,15,3,2.066666666666667,True,0,2.309870887130362,,majority_vote,2.1042707246997194,918.0,7742.0,255622.0,20.0,21.0,11182.0,204.0,244440.0,3443.0,1.0,8.0,13.0,
169,,11,False,pyqubo,1000,0,0,6,15,3,2.066666666666667,True,0,1.333330500046749,,majority_vote,2.1042707246997194,489.0,6227.0,255568.0,20.0,21.0,11128.0,204.0,244440.0,2542.0,1.0,8.0,10.0,
170,,11,False,pyqubo,1000,0,0,6,15,3,2.066666666666667,True,0,2.41411316713274,,majority_vote,2.1042707246997194,420.0,7990.0,255598.0,20.0,21.0,11158.0,204.0,244440.0,2580.0,1.0,8.0,1.0,
171,,11,False,pyqubo,1000,2,0,6,15,3,2.066666666666667,True,0,0.6189257877245034,10.0,majority_vote,2.1042707246997194,1125.0,7986.0,255601.0,20.0,21.0,11161.0,204.0,244440.0,2815.0,1.0,8.0,6.0,
172,,10,False,pyqubo,1000,75,0,6,11,3,2.090909090909091,True,0,0.0191611124130748,7.0,majority_vote,1.9494415980268929,2066.0,5859.0,251874.0,20.0,21.0,11074.0,200.0,240800.0,2066.0,1.0,8.0,0.0,
173,,9,False,pyqubo,1000,91,0,5,10,3,2.0,True,0,0.1296724965706452,7.0,majority_vote,1.7756389532525163,1086.0,6280.0,250002.0,20.0,21.0,11062.0,198.0,238940.0,1086.0,1.0,8.0,15.0,
174,,9,False,pyqubo,1000,141,0,5,9,3,2.0,True,0,0.1219207247370821,7.0,majority_vote,1.7951130290970658,995.0,3794.0,254822.0,20.0,21.0,11022.0,203.0,243800.0,995.0,1.0,8.0,12.0,
175,,7,False,pyqubo,1000,0,0,4,8,3,2.0,True,0,2.4799999999999995,,majority_vote,1.3865410754269611,848.0,2997.0,249808.0,20.0,21.0,10868.0,198.0,238940.0,848.0,1.0,8.0,9.0,
176,,9,False,pyqubo,1000,58,0,4,8,3,2.0,True,0,0.1791999999999998,7.0,majority_vote,1.8025033980550496,1547.0,5565.0,249930.0,20.0,21.0,10990.0,198.0,238940.0,1547.0,1.0,8.0,4.0,
177,,9,False,pyqubo,1000,56,0,4,8,3,2.0,True,0,0.4992000000000001,8.0,majority_vote,1.8025033980550496,963.0,4906.0,254476.0,20.0,21.0,11036.0,203.0,243440.0,963.0,1.0,8.0,11.0,
178,,9,False,pyqubo,1000,111,0,4,8,3,2.0,True,0,0.1791999999999998,7.0,majority_vote,1.8025033980550496,1013.0,3676.0,254124.0,20.0,21.0,11023.0,203.0,243100.0,1013.0,1.0,8.0,14.0,
179,,10,False,pyqubo,1000,119,0,4,8,3,2.0,True,0,0.0998399999999994,8.0,majority_vote,1.96566344270834,1631.0,5218.0,255135.0,20.0,21.0,11035.0,204.0,244100.0,1631.0,1.0,8.0,2.0,
180,,9,False,pyqubo,1000,107,0,4,8,3,2.0,True,0,0.1791999999999998,7.0,majority_vote,1.8025033980550496,1997.0,4283.0,254776.0,20.0,21.0,10996.0,203.0,243780.0,1997.0,1.0,8.0,8.0,
181,,9,False,pyqubo,1000,60,0,4,8,3,2.0,True,0,0.1791999999999998,7.0,majority_vote,1.8025033980550496,1036.0,5198.0,254504.0,20.0,21.0,11043.0,203.0,243460.0,1036.0,1.0,8.0,5.0,
182,,10,False,pyqubo,1000,9,0,6,11,3,1.818181818181818,True,0,0.3383138463929622,8.0,majority_vote,2.138991471075407,450.0,6262.0,255541.0,20.0,21.0,11101.0,204.0,244440.0,4508.0,1.0,7.0,12.0,
183,,9,False,pyqubo,1000,19,0,6,9,3,1.7777777777777777,True,0,0.3275020247880196,8.0,majority_vote,2.1306365784685566,1747.0,5533.0,255512.0,20.0,21.0,11072.0,204.0,244440.0,1747.0,1.0,7.0,0.0,
184,,7,False,pyqubo,1000,72,0,6,8,3,1.875,True,0,0.5840423633010055,6.0,majority_vote,1.8481436181566984,1100.0,3068.0,255394.0,20.0,21.0,10954.0,204.0,244440.0,1100.0,1.0,7.0,11.0,
185,,8,False,pyqubo,1000,18,0,6,8,3,1.875,True,0,0.0942464449336588,6.0,majority_vote,1.97789875878418,1338.0,3652.0,250016.0,20.0,21.0,11076.0,198.0,238940.0,1338.0,1.0,7.0,18.0,
186,,8,False,pyqubo,1000,31,0,6,8,3,1.875,True,0,0.1342297852085447,6.0,majority_vote,1.97789875878418,1963.0,4637.0,255079.0,20.0,21.0,10979.0,204.0,244100.0,1963.0,1.0,7.0,3.0,
187,,7,False,pyqubo,1000,26,0,6,8,3,1.875,True,0,0.6139278701901416,6.0,majority_vote,1.8481436181566984,834.0,3245.0,255049.0,20.0,21.0,10969.0,204.0,244080.0,834.0,1.0,7.0,1.0,
188,,9,False,pyqubo,1000,48,0,6,8,3,1.875,True,0,0.0875853303522529,7.0,majority_vote,2.0886164189373178,1919.0,4635.0,255127.0,20.0,21.0,11027.0,204.0,244100.0,1919.0,1.0,7.0,16.0,
189,,7,False,pyqubo,1000,35,0,6,8,3,1.875,True,0,0.5840423633010055,6.0,majority_vote,1.8481436181566984,1095.0,3294.0,254174.0,20.0,21.0,11014.0,203.0,243160.0,1095.0,1.0,7.0,4.0,
190,,7,False,pyqubo,1000,30,0,6,8,3,1.875,True,0,0.5790444457666446,6.0,majority_vote,1.8481436181566984,954.0,3429.0,255428.0,20.0,21.0,11008.0,204.0,244420.0,954.0,1.0,7.0,9.0,
191,,9,False,pyqubo,1000,140,0,6,8,3,1.875,True,0,0.0476019900773678,7.0,majority_vote,2.0886164189373178,1735.0,3938.0,255470.0,20.0,21.0,11030.0,204.0,244440.0,1735.0,1.0,7.0,10.0,
192,,7,False,pyqubo,1000,39,0,6,8,3,1.875,True,0,0.5840423633010055,6.0,majority_vote,1.8481436181566984,1207.0,2763.0,253795.0,20.0,21.0,11015.0,202.0,242780.0,1207.0,1.0,7.0,2.0,
193,,8,False,pyqubo,1000,129,0,6,8,3,1.875,True,0,0.1241173806346482,6.0,majority_vote,1.97789875878418,2132.0,3519.0,255451.0,20.0,21.0,11011.0,204.0,244440.0,2132.0,1.0,7.0,7.0,
194,,8,False,pyqubo,1000,199,0,6,8,3,1.875,True,0,0.1227039753844057,6.0,majority_vote,1.97789875878418,1045.0,4357.0,254087.0,20.0,21.0,10987.0,203.0,243100.0,1045.0,1.0,7.0,17.0,
195,,9,False,pyqubo,1000,197,0,6,8,3,1.875,True,0,0.0833180538235405,7.0,majority_vote,2.0886164189373178,1538.0,3772.0,254129.0,20.0,21.0,11029.0,203.0,243100.0,1538.0,1.0,7.0,19.0,
196,,7,False,pyqubo,1000,14,0,6,8,3,1.875,True,0,0.6147438567263643,6.0,majority_vote,1.8481436181566984,1147.0,3402.0,254412.0,20.0,21.0,10972.0,203.0,243440.0,1147.0,1.0,7.0,15.0,
197,,8,False,pyqubo,1000,73,0,6,8,3,1.875,True,0,0.0941444466166316,6.0,majority_vote,1.97789875878418,1077.0,3442.0,253821.0,20.0,21.0,11041.0,202.0,242780.0,1077.0,1.0,7.0,8.0,
198,,9,False,pyqubo,1000,123,0,6,8,3,1.875,True,0,0.0535491164395782,7.0,majority_vote,2.0886164189373178,3832.0,3384.0,254859.0,20.0,21.0,11059.0,203.0,243800.0,3832.0,1.0,7.0,13.0,
199,,8,False,pyqubo,1000,109,0,6,8,3,1.875,True,0,0.0884325408630761,6.0,majority_vote,1.97789875878418,3076.0,2903.0,255046.0,20.0,21.0,10986.0,204.0,244060.0,3076.0,1.0,7.0,14.0,
200,,9,False,pyqubo,1000,100,0,6,8,3,1.875,True,0,0.0534304653360973,7.0,majority_vote,2.0886164189373178,1531.0,5684.0,254207.0,20.0,21.0,11047.0,203.0,243160.0,1531.0,1.0,7.0,5.0,
201,,7,False,pyqubo,1000,45,0,6,8,3,1.875,True,0,0.5790444457666446,6.0,majority_vote,1.8481436181566984,932.0,3199.0,250406.0,20.0,21.0,10946.0,199.0,239460.0,932.0,1.0,7.0,6.0,
202,,9,False,pyqubo,1000,34,0,6,9,3,1.7777777777777777,True,0,0.0476186428638207,7.0,majority_vote,1.9398490069619645,1267.0,4061.0,254437.0,20.0,21.0,10997.0,203.0,243440.0,1267.0,1.0,7.0,2.0,
203,,6,False,pyqubo,1000,0,0,5,8,3,1.75,True,0,2.018775720164609,,majority_vote,1.4878229061282795,686.0,2585.0,249777.0,20.0,21.0,10837.0,198.0,238940.0,686.0,1.0,7.0,3.0,
204,,6,False,pyqubo,1000,0,0,5,8,3,1.75,True,0,2.018775720164609,,majority_vote,1.4878229061282795,1001.0,2669.0,249817.0,20.0,21.0,10877.0,198.0,238940.0,1001.0,1.0,7.0,0.0,
205,,6,False,pyqubo,1000,0,0,5,8,3,1.75,True,0,2.018775720164609,,majority_vote,1.4878229061282795,686.0,2367.0,249769.0,20.0,21.0,10829.0,198.0,238940.0,686.0,1.0,7.0,17.0,
206,,9,False,pyqubo,1000,94,0,5,8,3,1.75,True,0,0.0833762002743494,7.0,majority_vote,1.9243084472090224,998.0,3899.0,254142.0,20.0,21.0,11042.0,203.0,243100.0,998.0,1.0,7.0,5.0,
207,,7,False,pyqubo,1000,1,0,5,8,3,1.75,True,0,1.3366769547325106,7.0,majority_vote,1.634203720470615,992.0,2390.0,249887.0,20.0,21.0,10947.0,198.0,238940.0,992.0,1.0,7.0,19.0,
208,,6,False,pyqubo,1000,0,0,5,8,3,1.75,True,0,2.018775720164609,,majority_vote,1.4878229061282795,901.0,2794.0,249795.0,20.0,21.0,10855.0,198.0,238940.0,901.0,1.0,7.0,11.0,
209,,7,False,pyqubo,1000,11,0,5,8,3,1.75,True,0,1.3364626200274348,7.0,majority_vote,1.634203720470615,783.0,6057.0,253784.0,20.0,21.0,10964.0,202.0,242820.0,783.0,1.0,7.0,9.0,
210,,7,False,pyqubo,1000,13,0,5,8,3,1.75,True,0,1.3364626200274348,7.0,majority_vote,1.634203720470615,696.0,2682.0,253079.0,20.0,21.0,10899.0,202.0,242180.0,696.0,1.0,7.0,10.0,
211,,9,False,pyqubo,1000,194,0,5,8,3,1.75,True,0,0.0651220278920892,7.0,majority_vote,1.9243084472090224,1074.0,3329.0,254425.0,20.0,21.0,11005.0,203.0,243420.0,1074.0,1.0,7.0,15.0,
212,,6,False,pyqubo,1000,0,0,4,7,3,1.7142857142857142,True,0,2.0192,,majority_vote,1.3607767417578425,707.0,2196.0,249767.0,20.0,21.0,10827.0,198.0,238940.0,707.0,1.0,7.0,8.0,
213,,6,False,pyqubo,1000,0,0,4,7,3,1.7142857142857142,True,0,2.0192,,majority_vote,1.3607767417578425,787.0,3520.0,249792.0,20.0,21.0,10851.0,198.0,238940.0,787.0,1.0,7.0,13.0,
214,,7,False,pyqubo,1000,4,0,4,7,3,1.7142857142857142,True,0,1.4038399999999998,7.0,majority_vote,1.523393416028834,767.0,2101.0,254341.0,20.0,21.0,10881.0,203.0,243460.0,767.0,1.0,7.0,1.0,
215,,7,False,pyqubo,1000,1,0,4,7,3,1.7142857142857142,True,0,1.4038399999999998,7.0,majority_vote,1.523393416028834,705.0,2295.0,249849.0,20.0,21.0,10909.0,198.0,238940.0,705.0,1.0,7.0,18.0,
216,,6,False,pyqubo,1000,0,0,4,7,3,1.7142857142857142,True,0,2.0192,,majority_vote,1.3607767417578425,1122.0,2745.0,249793.0,20.0,21.0,10853.0,198.0,238940.0,1122.0,1.0,7.0,16.0,
217,,9,False,pyqubo,1000,56,0,4,7,3,1.7142857142857142,True,0,0.1606655999999997,7.0,majority_vote,1.8402382929936003,2249.0,5110.0,249972.0,20.0,21.0,11032.0,198.0,238940.0,2249.0,1.0,7.0,6.0,
218,,9,False,pyqubo,1000,100,0,4,7,3,1.7142857142857142,True,0,0.1151999999999997,7.0,majority_vote,1.8402382929936003,1385.0,2726.0,253529.0,20.0,21.0,11009.0,202.0,242520.0,1385.0,1.0,7.0,4.0,
219,,6,False,pyqubo,1000,0,0,4,7,3,1.7142857142857142,True,0,2.0192,,majority_vote,1.3607767417578425,626.0,2476.0,253323.0,20.0,21.0,10863.0,202.0,242460.0,626.0,1.0,7.0,14.0,
220,,9,False,pyqubo,1000,168,0,4,7,3,1.7142857142857142,True,0,0.0962560000000003,7.0,majority_vote,1.8402382929936003,1523.0,4814.0,249929.0,20.0,21.0,10989.0,198.0,238940.0,1523.0,1.0,7.0,12.0,
221,,7,False,pyqubo,1000,9,0,4,7,3,1.7142857142857142,True,0,1.4038399999999998,7.0,majority_vote,1.523393416028834,951.0,2269.0,254358.0,20.0,21.0,10918.0,203.0,243440.0,951.0,1.0,7.0,7.0,
222,,8,False,pyqubo,1000,8,0,6,10,3,1.7,True,0,0.3741298268578568,7.0,majority_vote,1.974761759965158,3738.0,3387.0,254840.0,20.0,21.0,11040.0,203.0,243800.0,3738.0,1.0,7.0,15.0,
223,,7,False,pyqubo,1000,1,0,6,10,3,1.7,True,0,1.328315582792884,7.0,majority_vote,1.843630440191309,1357.0,4054.0,255082.0,20.0,21.0,10982.0,204.0,244100.0,1357.0,1.0,7.0,11.0,
224,,8,False,pyqubo,1000,11,0,6,10,3,1.7,True,0,0.3698458975426906,7.0,majority_vote,1.974761759965158,1661.0,3506.0,254844.0,20.0,21.0,11044.0,203.0,243800.0,2908.0,1.0,7.0,5.0,
225,,8,False,pyqubo,1000,3,0,6,10,3,1.7,True,0,0.6132138819709478,7.0,majority_vote,1.974761759965158,2216.0,3468.0,255431.0,20.0,21.0,11051.0,204.0,244380.0,2216.0,1.0,7.0,2.0,
226,,7,False,pyqubo,1000,1,0,6,10,3,1.7,True,0,1.6239067055393583,7.0,majority_vote,1.843630440191309,1791.0,2552.0,255424.0,20.0,21.0,10984.0,204.0,244440.0,1791.0,1.0,7.0,16.0,
227,,7,False,pyqubo,1000,0,0,6,10,3,1.7,True,0,2.053430118403046,,majority_vote,1.843630440191309,1125.0,2802.0,253543.0,20.0,21.0,11023.0,202.0,242520.0,1125.0,1.0,7.0,17.0,
228,,7,False,pyqubo,1000,0,0,6,10,3,1.7,True,0,2.018444695662522,,majority_vote,1.843630440191309,1820.0,2818.0,249961.0,20.0,21.0,11021.0,198.0,238940.0,1820.0,1.0,7.0,7.0,
229,,9,False,pyqubo,1000,13,0,6,10,3,1.7,True,0,0.0526165603981816,7.0,majority_vote,2.0985644209287164,1639.0,3571.0,255481.0,20.0,21.0,11041.0,204.0,244440.0,1639.0,1.0,7.0,12.0,
230,,7,False,pyqubo,1000,0,0,6,10,3,1.7,True,0,1.6181947997858046,,majority_vote,1.843630440191309,1674.0,3288.0,249918.0,20.0,21.0,10978.0,198.0,238940.0,1674.0,1.0,7.0,0.0,
231,,7,False,pyqubo,1000,1,0,6,10,3,1.7,True,0,1.3740108288213246,7.0,majority_vote,1.843630440191309,1208.0,3418.0,255382.0,20.0,21.0,11002.0,204.0,244380.0,1208.0,1.0,7.0,1.0,
232,,9,False,pyqubo,1000,29,0,6,10,3,1.7,True,0,0.5773979015060533,8.0,majority_vote,2.0985644209287164,2263.0,3835.0,255502.0,20.0,21.0,11062.0,204.0,244440.0,2263.0,1.0,7.0,8.0,
233,,7,False,pyqubo,1000,33,0,6,8,3,1.75,True,0,0.5783304575474499,6.0,majority_vote,1.864463083815041,1138.0,2231.0,254669.0,20.0,21.0,10929.0,203.0,243740.0,1138.0,1.0,7.0,13.0,
234,,7,False,pyqubo,1000,21,0,6,8,3,1.75,True,0,0.5740465282322837,6.0,majority_vote,1.864463083815041,1004.0,2573.0,254737.0,20.0,21.0,10957.0,203.0,243780.0,1004.0,1.0,7.0,4.0,
235,,7,False,pyqubo,1000,36,0,6,8,3,1.75,True,0,0.5747605164514784,6.0,majority_vote,1.864463083815041,4758.0,1782.0,249866.0,20.0,21.0,10926.0,198.0,238940.0,4758.0,1.0,7.0,6.0,
236,,6,False,pyqubo,1000,0,0,6,8,3,1.75,True,0,2.01832569762599,,majority_vote,1.727987291315352,774.0,2901.0,249898.0,20.0,21.0,10958.0,198.0,238940.0,774.0,1.0,7.0,18.0,
237,,7,False,pyqubo,1000,9,0,6,8,3,1.75,True,0,0.5797584339858393,6.0,majority_vote,1.864463083815041,1127.0,2693.0,253427.0,20.0,21.0,10967.0,202.0,242460.0,1127.0,1.0,7.0,10.0,
238,,7,False,pyqubo,1000,26,0,6,8,3,1.75,True,0,0.5740465282322837,6.0,majority_vote,1.864463083815041,1146.0,2162.0,254444.0,20.0,21.0,10984.0,203.0,243460.0,1146.0,1.0,7.0,3.0,
239,,6,False,pyqubo,1000,0,0,6,8,3,1.75,True,0,2.0233236151603498,,majority_vote,1.727987291315352,1176.0,2820.0,249874.0,20.0,21.0,10934.0,198.0,238940.0,1176.0,1.0,7.0,14.0,
240,,7,False,pyqubo,1000,59,0,6,8,3,1.75,True,0,0.5733325400130891,6.0,majority_vote,1.864463083815041,970.0,2368.0,255390.0,20.0,21.0,10970.0,204.0,244420.0,970.0,1.0,7.0,9.0,
241,,7,False,pyqubo,1000,0,0,6,11,3,2.0,True,0,2.2915791889433823,,majority_vote,1.5344549092172934,1088.0,2160.0,249824.0,20.0,21.0,10884.0,198.0,238940.0,1088.0,1.0,7.0,9.0,
